#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.151799E+00   0.595633E+06   0.587983E+06   0.559957E+01   0.559953E+01   0.103726E+05   0.591978E+06   0.594431E+06   0.591978E+06  -0.466139E-01   0.573963E+06   0.573807E+06   0.359453E+00
   0.154548E+00   0.578480E+06   0.570612E+06   0.524586E+01   0.524583E+01   0.976714E+04   0.574860E+06   0.577243E+06   0.574860E+06  -0.452660E-01   0.557369E+06   0.557205E+06   0.371384E+00
   0.157297E+00   0.562220E+06   0.554199E+06   0.492119E+01   0.492115E+01   0.920842E+04   0.558643E+06   0.560960E+06   0.558643E+06  -0.439890E-01   0.541647E+06   0.541478E+06   0.377613E+00
   0.160046E+00   0.547030E+06   0.538939E+06   0.462471E+01   0.462468E+01   0.869500E+04   0.543503E+06   0.545758E+06   0.543503E+06  -0.427969E-01   0.526970E+06   0.526797E+06   0.377479E+00
   0.162795E+00   0.533040E+06   0.524971E+06   0.435525E+01   0.435522E+01   0.822619E+04   0.529574E+06   0.531772E+06   0.529574E+06  -0.417000E-01   0.513465E+06   0.513293E+06   0.370892E+00
   0.165545E+00   0.520314E+06   0.512360E+06   0.411113E+01   0.411110E+01   0.780019E+04   0.516917E+06   0.519064E+06   0.516917E+06  -0.407034E-01   0.501194E+06   0.501025E+06   0.358268E+00
   0.168294E+00   0.508833E+06   0.501083E+06   0.389016E+01   0.389013E+01   0.741294E+04   0.505515E+06   0.507615E+06   0.505515E+06  -0.398055E-01   0.490139E+06   0.489975E+06   0.340444E+00
   0.171043E+00   0.498503E+06   0.491032E+06   0.368979E+01   0.368977E+01   0.706076E+04   0.495270E+06   0.497329E+06   0.495270E+06  -0.389989E-01   0.480206E+06   0.480050E+06   0.318561E+00
   0.173792E+00   0.489171E+06   0.482040E+06   0.350731E+01   0.350728E+01   0.673871E+04   0.486030E+06   0.488051E+06   0.486030E+06  -0.382712E-01   0.471246E+06   0.471100E+06   0.293955E+00
   0.176541E+00   0.480650E+06   0.473898E+06   0.334000E+01   0.333998E+01   0.644267E+04   0.477602E+06   0.479589E+06   0.477602E+06  -0.376076E-01   0.463073E+06   0.462938E+06   0.268028E+00
   0.179291E+00   0.472748E+06   0.466395E+06   0.318544E+01   0.318541E+01   0.616797E+04   0.469795E+06   0.471750E+06   0.469795E+06  -0.369929E-01   0.455503E+06   0.455379E+06   0.242148E+00
   0.182040E+00   0.465283E+06   0.459327E+06   0.304148E+01   0.304145E+01   0.591100E+04   0.462422E+06   0.464347E+06   0.462422E+06  -0.364124E-01   0.448354E+06   0.448241E+06   0.217547E+00
   0.184789E+00   0.458090E+06   0.452510E+06   0.290631E+01   0.290629E+01   0.566870E+04   0.455317E+06   0.457214E+06   0.455317E+06  -0.358529E-01   0.441464E+06   0.441361E+06   0.195257E+00
   0.187538E+00   0.451021E+06   0.445779E+06   0.277843E+01   0.277841E+01   0.543824E+04   0.448330E+06   0.450197E+06   0.448330E+06  -0.353027E-01   0.434688E+06   0.434594E+06   0.176059E+00
   0.190287E+00   0.443946E+06   0.438992E+06   0.265659E+01   0.265657E+01   0.521729E+04   0.441328E+06   0.443167E+06   0.441328E+06  -0.347513E-01   0.427899E+06   0.427812E+06   0.160454E+00
   0.193036E+00   0.436756E+06   0.432033E+06   0.253980E+01   0.253978E+01   0.500434E+04   0.434204E+06   0.436014E+06   0.434204E+06  -0.341904E-01   0.420991E+06   0.420909E+06   0.148665E+00
   0.195786E+00   0.429374E+06   0.424818E+06   0.242731E+01   0.242730E+01   0.479809E+04   0.426878E+06   0.428658E+06   0.426878E+06  -0.336135E-01   0.413888E+06   0.413810E+06   0.140645E+00
   0.198535E+00   0.421757E+06   0.417308E+06   0.231870E+01   0.231868E+01   0.459759E+04   0.419309E+06   0.421058E+06   0.419309E+06  -0.330175E-01   0.406550E+06   0.406473E+06   0.136111E+00
   0.201284E+00   0.413904E+06   0.409504E+06   0.221375E+01   0.221373E+01   0.440272E+04   0.411496E+06   0.413212E+06   0.411496E+06  -0.324022E-01   0.398974E+06   0.398897E+06   0.134593E+00
   0.204033E+00   0.405851E+06   0.401452E+06   0.211250E+01   0.211248E+01   0.421377E+04   0.403476E+06   0.405160E+06   0.403476E+06  -0.317708E-01   0.391200E+06   0.391121E+06   0.135476E+00
   0.206782E+00   0.397666E+06   0.393230E+06   0.201511E+01   0.201510E+01   0.403102E+04   0.395319E+06   0.396969E+06   0.395319E+06  -0.311285E-01   0.383292E+06   0.383211E+06   0.138070E+00
   0.209532E+00   0.389436E+06   0.384936E+06   0.192183E+01   0.192181E+01   0.385506E+04   0.387113E+06   0.388729E+06   0.387113E+06  -0.304823E-01   0.375337E+06   0.375252E+06   0.141654E+00
   0.212281E+00   0.381255E+06   0.376678E+06   0.183289E+01   0.183288E+01   0.368663E+04   0.378953E+06   0.380536E+06   0.378953E+06  -0.298398E-01   0.367426E+06   0.367338E+06   0.145539E+00
   0.215030E+00   0.373215E+06   0.368560E+06   0.174851E+01   0.174850E+01   0.352623E+04   0.370934E+06   0.372484E+06   0.370934E+06  -0.292083E-01   0.359652E+06   0.359560E+06   0.149101E+00
   0.217779E+00   0.365403E+06   0.360680E+06   0.166884E+01   0.166883E+01   0.337415E+04   0.363144E+06   0.364661E+06   0.363144E+06  -0.285949E-01   0.352099E+06   0.352005E+06   0.151824E+00
   0.226489E+00   0.342950E+06   0.338171E+06   0.144788E+01   0.144787E+01   0.295003E+04   0.340774E+06   0.342199E+06   0.340774E+06  -0.268334E-01   0.330412E+06   0.330314E+06   0.151316E+00
   0.235548E+00   0.324188E+06   0.319682E+06   0.126543E+01   0.126542E+01   0.259718E+04   0.322133E+06   0.323480E+06   0.322133E+06  -0.253656E-01   0.312337E+06   0.312246E+06   0.135153E+00
   0.244968E+00   0.308794E+06   0.304804E+06   0.111460E+01   0.111459E+01   0.230370E+04   0.306882E+06   0.308167E+06   0.306882E+06  -0.241647E-01   0.297550E+06   0.297473E+06   0.110047E+00
   0.254766E+00   0.294651E+06   0.291168E+06   0.983498E+00   0.983490E+00   0.204631E+04   0.292878E+06   0.294104E+06   0.292878E+06  -0.230619E-01   0.283970E+06   0.283906E+06   0.882240E-01
   0.264955E+00   0.279699E+06   0.276490E+06   0.863210E+00   0.863204E+00   0.180754E+04   0.278030E+06   0.279195E+06   0.278030E+06  -0.218928E-01   0.269574E+06   0.269515E+06   0.777758E-01
   0.275552E+00   0.263419E+06   0.260241E+06   0.751562E+00   0.751557E+00   0.158332E+04   0.261822E+06   0.262920E+06   0.261822E+06  -0.206166E-01   0.253860E+06   0.253799E+06   0.770160E-01
   0.286572E+00   0.247179E+06   0.243976E+06   0.651929E+00   0.651924E+00   0.138138E+04   0.245646E+06   0.246676E+06   0.245646E+06  -0.193428E-01   0.238176E+06   0.238113E+06   0.773257E-01
   0.298034E+00   0.232761E+06   0.229675E+06   0.567563E+00   0.567559E+00   0.120923E+04   0.231306E+06   0.232276E+06   0.231306E+06  -0.182136E-01   0.224273E+06   0.224212E+06   0.717920E-01
   0.309954E+00   0.220551E+06   0.217740E+06   0.497264E+00   0.497260E+00   0.106499E+04   0.219190E+06   0.220110E+06   0.219190E+06  -0.172596E-01   0.212525E+06   0.212471E+06   0.612233E-01
   0.322350E+00   0.209329E+06   0.206795E+06   0.436405E+00   0.436402E+00   0.939276E+03   0.208058E+06   0.208931E+06   0.208058E+06  -0.163830E-01   0.201731E+06   0.201683E+06   0.517398E-01
   0.335242E+00   0.197764E+06   0.195374E+06   0.381192E+00   0.381190E+00   0.824279E+03   0.196563E+06   0.197388E+06   0.196563E+06  -0.154779E-01   0.190586E+06   0.190541E+06   0.472222E-01
   0.348650E+00   0.185921E+06   0.183582E+06   0.331303E+00   0.331301E+00   0.719592E+03   0.184777E+06   0.185553E+06   0.184777E+06  -0.145498E-01   0.179159E+06   0.179114E+06   0.454955E-01
   0.362595E+00   0.174944E+06   0.172697E+06   0.288214E+00   0.288212E+00   0.628632E+03   0.173861E+06   0.174591E+06   0.173861E+06  -0.136902E-01   0.168575E+06   0.168531E+06   0.423127E-01
   0.377096E+00   0.165267E+06   0.163188E+06   0.251744E+00   0.251742E+00   0.551267E+03   0.164250E+06   0.164941E+06   0.164250E+06  -0.129335E-01   0.159257E+06   0.159217E+06   0.370813E-01
   0.392178E+00   0.156219E+06   0.154301E+06   0.220021E+00   0.220020E+00   0.483608E+03   0.155265E+06   0.155918E+06   0.155265E+06  -0.122260E-01   0.150545E+06   0.150508E+06   0.325580E-01
   0.407863E+00   0.147165E+06   0.145340E+06   0.191629E+00   0.191628E+00   0.422689E+03   0.146263E+06   0.146878E+06   0.146263E+06  -0.115171E-01   0.141816E+06   0.141781E+06   0.300327E-01
   0.424176E+00   0.138412E+06   0.136664E+06   0.166630E+00   0.166628E+00   0.368763E+03   0.137559E+06   0.138137E+06   0.137559E+06  -0.108317E-01   0.133377E+06   0.133343E+06   0.278926E-01
   0.441141E+00   0.130446E+06   0.128808E+06   0.145195E+00   0.145194E+00   0.322338E+03   0.129644E+06   0.130189E+06   0.129644E+06  -0.102085E-01   0.125702E+06   0.125671E+06   0.249882E-01
   0.458784E+00   0.123023E+06   0.121497E+06   0.126606E+00   0.126605E+00   0.281894E+03   0.122268E+06   0.122783E+06   0.122268E+06  -0.962773E-02   0.118551E+06   0.118522E+06   0.222510E-01
   0.477133E+00   0.115801E+06   0.114357E+06   0.110183E+00   0.110182E+00   0.246013E+03   0.115090E+06   0.115574E+06   0.115090E+06  -0.906250E-02   0.111591E+06   0.111564E+06   0.203341E-01
   0.496216E+00   0.108943E+06   0.107576E+06   0.958367E-01   0.958360E-01   0.214539E+03   0.108273E+06   0.108728E+06   0.108273E+06  -0.852567E-02   0.104981E+06   0.104955E+06   0.185562E-01
   0.516062E+00   0.102588E+06   0.101308E+06   0.834396E-01   0.834390E-01   0.187241E+03   0.101958E+06   0.102387E+06   0.101958E+06  -0.802844E-02   0.988585E+05   0.988340E+05   0.166462E-01
   0.536702E+00   0.965578E+05   0.953548E+05   0.726106E-01   0.726101E-01   0.163311E+03   0.959648E+05   0.963688E+05   0.959648E+05  -0.755652E-02   0.930475E+05   0.930244E+05   0.150385E-01
   0.558167E+00   0.908058E+05   0.896702E+05   0.631335E-01   0.631331E-01   0.142303E+03   0.902474E+05   0.906274E+05   0.902474E+05  -0.710632E-02   0.875040E+05   0.874822E+05   0.136772E-01
   0.580491E+00   0.854205E+05   0.843540E+05   0.549095E-01   0.549091E-01   0.124015E+03   0.848955E+05   0.852529E+05   0.848955E+05  -0.668489E-02   0.823147E+05   0.822943E+05   0.123344E-01
   0.603707E+00   0.803384E+05   0.793364E+05   0.477471E-01   0.477467E-01   0.108042E+03   0.798447E+05   0.801810E+05   0.798447E+05  -0.628718E-02   0.774175E+05   0.773984E+05   0.111387E-01
   0.627852E+00   0.755212E+05   0.745780E+05   0.414981E-01   0.414978E-01   0.940652E+02   0.750569E+05   0.753730E+05   0.750569E+05  -0.591018E-02   0.727753E+05   0.727572E+05   0.100896E-01
   0.652963E+00   0.709936E+05   0.701077E+05   0.360676E-01   0.360673E-01   0.818896E+02   0.705572E+05   0.708544E+05   0.705572E+05  -0.555586E-02   0.684124E+05   0.683954E+05   0.910603E-02
   0.814713E+00   0.498783E+05   0.492561E+05   0.162771E-01   0.162770E-01   0.372317E+02   0.495717E+05   0.497806E+05   0.495717E+05  -0.390340E-02   0.480648E+05   0.480529E+05   0.512542E-02
   0.101653E+01   0.348387E+05   0.344042E+05   0.730287E-02   0.730282E-02   0.167872E+02   0.346245E+05   0.347704E+05   0.346245E+05  -0.272642E-02   0.335720E+05   0.335637E+05   0.286855E-02
   0.126834E+01   0.242055E+05   0.239037E+05   0.325921E-02   0.325919E-02   0.751651E+01   0.240566E+05   0.241581E+05   0.240566E+05  -0.189428E-02   0.233254E+05   0.233196E+05   0.159776E-02
   0.158253E+01   0.167378E+05   0.165291E+05   0.144765E-02   0.144764E-02   0.334593E+01   0.166349E+05   0.167050E+05   0.166349E+05  -0.130987E-02   0.161292E+05   0.161252E+05   0.886271E-03
   0.197455E+01   0.115243E+05   0.113806E+05   0.640247E-03   0.640243E-03   0.148187E+01   0.114534E+05   0.115017E+05   0.114534E+05  -0.901870E-03   0.111053E+05   0.111025E+05   0.489940E-03
   0.246368E+01   0.790375E+04   0.780523E+04   0.282056E-03   0.282054E-03   0.653412E+00   0.785515E+04   0.788827E+04   0.785515E+04  -0.618535E-03   0.761638E+04   0.761449E+04   0.270144E-03
   0.307397E+01   0.540148E+04   0.533414E+04   0.123818E-03   0.123817E-03   0.287012E+00   0.536826E+04   0.539090E+04   0.536826E+04  -0.422711E-03   0.520509E+04   0.520379E+04   0.148721E-03
   0.383545E+01   0.367952E+04   0.363363E+04   0.541788E-04   0.541784E-04   0.125631E+00   0.365689E+04   0.367231E+04   0.365689E+04  -0.287953E-03   0.354573E+04   0.354484E+04   0.818565E-04
   0.478555E+01   0.249912E+04   0.246794E+04   0.236371E-04   0.236369E-04   0.548249E-01   0.248375E+04   0.249422E+04   0.248375E+04  -0.195577E-03   0.240826E+04   0.240764E+04   0.451277E-04
   0.597101E+01   0.169282E+04   0.167168E+04   0.102845E-04   0.102844E-04   0.238559E-01   0.168241E+04   0.168950E+04   0.168241E+04  -0.132477E-03   0.163127E+04   0.163084E+04   0.249841E-04
   0.745013E+01   0.114382E+04   0.112952E+04   0.446372E-05   0.446369E-05   0.103555E-01   0.113678E+04   0.114157E+04   0.113678E+04  -0.895130E-04   0.110223E+04   0.110193E+04   0.139408E-04
   0.929565E+01   0.771107E+03   0.761443E+03   0.193294E-05   0.193293E-05   0.448411E-02   0.766356E+03   0.769588E+03   0.766356E+03  -0.603449E-04   0.743065E+03   0.742856E+03   0.787881E-05
   0.115983E+02   0.518746E+03   0.512222E+03   0.835262E-06   0.835256E-06   0.193792E-02   0.515547E+03   0.517721E+03   0.515547E+03  -0.405955E-04   0.499879E+03   0.499729E+03   0.453930E-05
   0.144714E+02   0.348296E+03   0.343891E+03   0.360227E-06   0.360224E-06   0.835806E-03   0.346144E+03   0.347603E+03   0.346144E+03  -0.272563E-04   0.335625E+03   0.335514E+03   0.268689E-05
   0.180562E+02   0.233427E+03   0.230450E+03   0.155073E-06   0.155072E-06   0.359853E-03   0.231981E+03   0.232959E+03   0.231981E+03  -0.182668E-04   0.224932E+03   0.224848E+03   0.164750E-05
   0.225291E+02   0.156177E+03   0.154159E+03   0.666425E-07   0.666420E-07   0.154659E-03   0.155205E+03   0.155860E+03   0.155205E+03  -0.122212E-04   0.150490E+03   0.150422E+03   0.105394E-05
   0.281099E+02   0.104324E+03   0.102949E+03   0.285930E-07   0.285928E-07   0.663576E-04   0.103671E+03   0.104108E+03   0.103671E+03  -0.816331E-05   0.100523E+03   0.100466E+03   0.706288E-06
   0.350732E+02   0.695807E+02   0.686351E+02   0.122487E-07   0.122486E-07   0.284290E-04   0.691406E+02   0.694322E+02   0.691406E+02  -0.544431E-05   0.670421E+02   0.669924E+02   0.495647E-06
   0.437614E+02   0.463394E+02   0.456803E+02   0.523904E-08   0.523900E-08   0.121538E-04   0.460417E+02   0.462359E+02   0.460417E+02  -0.362544E-05   0.446454E+02   0.446001E+02   0.362546E-06
   0.546018E+02   0.308159E+02   0.303472E+02   0.223738E-08   0.223736E-08   0.519631E-05   0.306132E+02   0.307423E+02   0.306132E+02  -0.241056E-05   0.296859E+02   0.296432E+02   0.274340E-06
   0.681276E+02   0.204619E+02   0.201195E+02   0.953930E-09   0.953923E-09   0.221331E-05   0.203224E+02   0.204081E+02   0.203224E+02  -0.160024E-05   0.197081E+02   0.196667E+02   0.212946E-06
   0.850039E+02   0.135650E+02   0.133059E+02   0.405982E-09   0.405979E-09   0.943538E-06   0.134675E+02   0.135243E+02   0.134675E+02  -0.106046E-05   0.130616E+02   0.130208E+02   0.168197E-06
   0.106061E+03   0.897648E+01   0.877233E+01   0.172414E-09   0.172413E-09   0.400595E-06   0.890684E+01   0.894440E+01   0.890684E+01  -0.701348E-06   0.863966E+01   0.859902E+01   0.134250E-06
   0.132334E+03   0.592730E+01   0.575938E+01   0.730294E-10   0.730288E-10   0.169820E-06   0.587613E+01   0.590091E+01   0.587613E+01  -0.462702E-06   0.570114E+01   0.566049E+01   0.107640E-06
   0.165115E+03   0.390335E+01   0.375960E+01   0.308276E-10   0.308274E-10   0.716621E-07   0.386447E+01   0.388076E+01   0.386447E+01  -0.304298E-06   0.375066E+01   0.371003E+01   0.862305E-07
   0.206017E+03   0.256156E+01   0.243454E+01   0.129542E-10   0.129541E-10   0.301363E-07   0.253093E+01   0.254160E+01   0.253093E+01  -0.199292E-06   0.245765E+01   0.241729E+01   0.686479E-07
   0.257051E+03   0.167335E+01   0.155897E+01   0.541061E-11   0.541057E-11   0.126192E-07   0.164843E+01   0.165538E+01   0.164843E+01  -0.129802E-06   0.160191E+01   0.156231E+01   0.539822E-07
   0.320726E+03   0.108673E+01   0.983360E+00   0.224212E-11   0.224210E-11   0.523092E-08   0.106600E+01   0.107049E+01   0.106600E+01  -0.839393E-07   0.103704E+01   0.998932E+00   0.416372E-07
   0.400176E+03   0.700792E+00   0.608607E+00   0.920276E-12   0.920270E-12   0.216065E-08   0.683426E+00   0.686308E+00   0.683426E+00  -0.538147E-07   0.665863E+00   0.630160E+00   0.312628E-07
   0.499306E+03   0.448575E+00   0.368774E+00   0.373924E-12   0.373921E-12   0.879479E-09   0.434205E+00   0.436036E+00   0.434205E+00  -0.341905E-07   0.423882E+00   0.391515E+00   0.227153E-07
   0.622992E+03   0.285475E+00   0.219162E+00   0.150677E-12   0.150676E-12   0.359703E-09   0.273901E+00   0.275056E+00   0.273901E+00  -0.215676E-07   0.268049E+00   0.239637E+00   0.159808E-07
   0.777317E+03   0.181361E+00   0.128338E+00   0.604678E-13   0.604674E-13   0.145398E-09   0.172303E+00   0.173030E+00   0.172303E+00  -0.135676E-07   0.169136E+00   0.144731E+00   0.110016E-07
   0.969872E+03   0.115501E+00   0.739917E-01   0.242504E-13   0.242502E-13   0.577348E-10   0.108521E+00   0.108979E+00   0.108521E+00  -0.854524E-08   0.106934E+00   0.862212E-01   0.748355E-08
   0.121012E+04   0.738145E-01   0.417423E-01   0.972684E-14   0.972678E-14   0.233671E-10   0.684863E-01   0.687751E-01   0.684863E-01  -0.539279E-08   0.677939E-01   0.505727E-01   0.498668E-08
