FOCAL_PLANE_X_DEG,FOCAL_PLANE_Y_DEG,PATROL_RADIUS_DEG
0.11608124931048171,0.021604108984388068,0.024690762394616622
0.15880251181049496,0.021442793086793713,0.024685964241797805
0.13743114047627622,0.05873549869879145,0.02468733205239757
0.20151931565808504,0.02147587508302458,0.02467967587673166
0.18018055752397735,0.058658982474032076,0.02468178722626329
0.244229066352816,0.02140360338640095,0.024671902688999166
0.22288034976816182,0.05862103413218487,0.02467475833693885
0.2015108712106591,0.09603495727173651,0.024676100290010477
0.2868878390484534,0.021402921813841742,0.024662671251040453
0.2655563905040396,0.05853606263390182,0.02466627120897856
0.24421126934620022,0.09593716742483699,0.02466835396937163
0.3295337483296669,0.021351531791703904,0.024651969081832453
0.3081839052118487,0.058464580018106845,0.024656288103245945
0.2868603984496002,0.09571456161160934,0.02465912535208685
0.2654939866276742,0.13300022700783015,0.024660458725058503
0.37213604614341605,0.021324166610092007,0.024639766777906143
0.3508174142512734,0.058399795772375716,0.0246448485560267
0.32949070782933765,0.09564015743897039,0.024648429880717394
0.3081428075099123,0.13276283188929308,0.02465052471330386
0.2866950522294659,0.1700373495871904,0.024651126058401127
0.4146661120794585,0.021329614893005812,0.024626201013353857
0.39340498486610365,0.05835344595866801,0.02463192027515538
0.37209453617270755,0.09559779923551277,0.024636235045023464
0.35080415742692234,0.1327116359036425,0.024639056955838783
0.329315369847494,0.1698099469371322,0.024640442282922122
0.45710160090555774,0.02136246762835954,0.024611108917739537
0.4358717293132259,0.05832347986499397,0.024617642359528173
0.4146147599579441,0.09551530423610688,0.02462268319272822
0.3933362128458498,0.13262353795651766,0.02462624195333933
0.37190448945908494,0.16973829600800866,0.02462831071552444
0.3503804048630364,0.20699608748539286,0.024628922786534682
0.49949519945408627,0.021278880797233515,0.024594577093244918
0.4782671247247114,0.058298417776337444,0.024601836976269085
0.45702915700584373,0.09546822911657048,0.024607605635730848
0.435826786046682,0.13252199831647643,0.024611882309698227
0.41438337433795475,0.1696334485390035,0.024614745086451187
0.39288608046235174,0.20692414364273437,0.02461609701565001
0.5417782286219064,0.02128556968650031,0.024576629989643477
0.5205940719214447,0.05827049176448108,0.024584602338605346
0.49937235634184474,0.09546534531161567,0.02459109450125607
0.4782123511005251,0.13251807440327437,0.024596085086168104
0.45682583197603416,0.1695163286774318,0.02459968422841595
0.43535754760880635,0.20680000795495176,0.02460177006831979
0.413876166782212,0.24423961232625438,0.024602324441238083
0.5839215755672352,0.02127618821790638,0.024557324390224886
0.5628305595126712,0.05823613139635229,0.024565956396400704
0.5416621273353935,0.09547152843583269,0.024573150985853415
0.5205239308174078,0.13255230831932296,0.024578853222356156
0.4991685874312967,0.16956538570872257,0.02458317437146186
0.47771528100402055,0.20665170169135097,0.02458602665817561
0.4563133809433569,0.2441127924696109,0.02458729179497684
0.43491161631120306,0.2811631502476605,0.024587134263711587
0.6260414963911181,0.02124913644942948,0.024536566381220665
0.6049411147170765,0.058144616645713534,0.024545951534609894
0.5837983181959757,0.09540940685462358,0.02455385875832003
0.5627008531769624,0.1324810686420727,0.02456027580884509
0.5414153883274837,0.16950506842652466,0.024565272395376626
0.5200144953458379,0.20654641405367669,0.02456884439927703
0.49862335460491364,0.24390832022466782,0.024570866953543567
0.4772399452856623,0.2810193421792916,0.024571432184208736
0.6680312987317456,0.02124075652449622,0.024514446082498545
0.6470063784304297,0.0581320475977972,0.024524507289711926
0.6259276566857903,0.09528685240645232,0.024533114452765167
0.6047953201387725,0.13226460992788602,0.02454027511854762
0.583570521854454,0.1693600725739504,0.024545991076893377
0.5621847519564266,0.20652529423931537,0.02455028218879632
0.5408597544245374,0.2438240528438989,0.024553023811145467
0.5195168397257034,0.28076952627459417,0.024554347118787227
0.498217426115588,0.3179196642445146,0.024554116052520628
0.7098970650550217,0.021166988044033108,0.02449096545902035
0.6889292294646391,0.058077793695012474,0.024501712437705738
0.6679011574097741,0.09513682950103558,0.024511012071725905
0.6467858584846119,0.13217467146730186,0.024518887942691286
0.6042957865442671,0.20634730467186427,0.024530305680659302
0.5829871568597158,0.2436710048515777,0.024533768547808216
0.5616740361940374,0.2806740311209602,0.024535802222012026
0.5404243372336669,0.3176559509487525,0.02453632780899367
0.7516020695644575,0.02120266162812716,0.024466198451260354
0.7307085882874753,0.05799008040616822,0.02447761175730759
0.7097707653399135,0.09506749866286297,0.024487571740838425
0.6887639878111491,0.1320476401233146,0.02449608029442553
0.6676053993983582,0.16899422648785908,0.024503235252592397
0.6463137158963599,0.20605663036189092,0.024508961386284906
0.6250497037852946,0.2434023396072171,0.02451313331349532
0.6037727127987488,0.28044850545747496,0.024515877071867358
0.5825401622013885,0.31745850025380296,0.024517122901004988
0.5612908500429366,0.3543395783297681,0.0245169320568768
0.7932349449477987,0.021242627252277078,0.024440040795015078
0.7723576282869555,0.05793692892382895,0.024452153301105915
0.7514886032023886,0.0948420842408987,0.024462790552096388
0.7305356229280553,0.13182896778799633,0.024472013526833654
0.7094252505435561,0.16888489197513634,0.024479845049652296
0.6881870712757244,0.20591218930326405,0.02448627457368574
0.6670004467715012,0.24308373727372848,0.024491137179549427
0.6457711157531961,0.28017028189963283,0.02449458549724006
0.6245820852243807,0.31709231846136676,0.0244965633909682
0.603371292565168,0.3540067445574313,0.024497081916467614
0.5821120547641697,0.3908834581581933,0.02449615704434801
0.8346801763169542,0.021185156506451527,0.02441261340037438
0.813925622469998,0.05784607948614673,0.024425342823739093
0.7931085692303445,0.09464546887271597,0.024436664419128548
0.7722253455642359,0.13154927258553006,0.024446561131418555
0.7511352349139258,0.1686231702361357,0.024455101174902863
0.7299565008707389,0.20566773759511348,0.024462221036099345
0.708809039385052,0.24281259662408722,0.024467818868735024
0.6875871219885795,0.27977021389980977,0.024472019095400883
0.666492518883593,0.31675124555197903,0.024474664161454787
0.6452939674903954,0.3536075196903269,0.02447592792524588
0.6240687286656329,0.3905179849285638,0.024475713817548594
0.8760166847029242,0.021204389362546615,0.024383882759478875
0.8553144608918645,0.05780509512925309,0.024397271070478215
0.8345669022434815,0.09452960917375967,0.024409240747339415
0.8137271006735414,0.13133116434252953,0.024419823575693347
0.7927485658741884,0.16828376429463734,0.024429025397474158
0.7716434115496075,0.2054617431065411,0.024436799747810073
0.7505192031025646,0.2425541992653767,0.024443113792534894
0.7293795196081503,0.2795352840266756,0.02444798442215652
0.7083283269930275,0.31639305693636305,0.02445136062806358
0.6871558970295237,0.35322473496548734,0.024453345570791228
0.6659270514893448,0.3900675755000548,0.024453891322058267
0.6447230975541689,0.42691298082447277,0.02445295083279403
0.9172218721001689,0.02120703792374249,0.024353870760378718
0.8965933985655107,0.05770482559401753,0.024367895011079006
0.8758884751439858,0.09444188867860297,0.024380535050366768
0.8550987338492486,0.13130067099605236,0.024391775026082706
0.8342138838598089,0.1680702425552516,0.02440163227160495
0.8131453585660944,0.205086257044473,0.02441012428405269
0.7921001409046706,0.24219047153166673,0.02441710886185775
0.7710255964650495,0.2791183611745145,0.0244226736437533
0.7500045698189649,0.3160072867149511,0.024426751017781818
0.7288865789060472,0.35281494598922836,0.02442943894899209
0.7076943889327343,0.389651355726465,0.02443069334459605
